sample_id,ordering,kendall_tau,t_peak_IL1,t_peak_IL12,t_peak_IL10
1802,IL10<IL12<IL1,-1.0,120.0,7.75,0.0
1803,IL1<IL12<IL10,1.0,0.25,1.75,120.0
1804,IL12<IL1<IL10,0.33333333333333337,1.0,0.5,2.75
1805,IL1<IL12<IL10,1.0,45.5,51.75,59.25
1806,IL1<IL12<IL10,1.0,0.5,0.5,120.0
1807,IL1<IL12<IL10,1.0,0.0,0.25,4.75
1808,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,1.5
1810,IL1<IL12<IL10,1.0,17.25,35.25,120.0
1811,IL1<IL10<IL12,0.33333333333333337,0.0,0.25,0.0
1812,IL10<IL12<IL1,-1.0,32.5,27.75,0.0
1813,IL1<IL12<IL10,1.0,0.25,0.25,4.0
1814,IL12<IL10<IL1,-0.33333333333333337,120.0,7.0,15.0
1815,IL1<IL12<IL10,1.0,1.0,1.75,5.25
1816,IL1<IL12<IL10,1.0,9.25,16.75,120.0
1817,IL10<IL1<IL12,-0.33333333333333337,4.5,120.0,1.5
1818,IL1<IL10<IL12,0.33333333333333337,0.0,0.25,0.0
1819,IL1<IL12<IL10,1.0,0.75,1.25,5.5
1820,IL1<IL12<IL10,1.0,0.25,0.25,0.25
1821,IL1<IL12<IL10,1.0,4.75,7.5,61.5
1822,IL12<IL1<IL10,0.33333333333333337,23.5,21.5,120.0
1823,IL10<IL1<IL12,-0.33333333333333337,12.25,120.0,1.5
1824,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,120.0
1825,IL1<IL12<IL10,1.0,0.0,0.0,2.5
1826,IL1<IL12<IL10,1.0,0.25,0.25,5.5
1827,IL1<IL12<IL10,1.0,1.0,2.0,4.75
1828,IL1<IL12<IL10,1.0,0.25,0.25,65.75
1829,IL1<IL12<IL10,1.0,0.75,2.0,120.0
1830,IL1<IL12<IL10,1.0,0.0,0.0,0.0
1831,IL12<IL1<IL10,0.33333333333333337,0.5,0.25,3.75
1832,IL10<IL1<IL12,-0.33333333333333337,4.25,5.25,0.0
1833,IL12<IL1<IL10,0.33333333333333337,6.0,3.5,120.0
1834,IL1<IL12<IL10,1.0,3.5,11.25,120.0
1835,IL1<IL12<IL10,1.0,0.25,0.25,0.25
1836,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1837,IL1<IL12<IL10,1.0,6.25,7.0,17.25
1838,IL1<IL10<IL12,0.33333333333333337,7.25,120.0,106.0
1839,IL12<IL1<IL10,0.33333333333333337,14.25,13.75,16.75
1840,IL12<IL1<IL10,0.33333333333333337,0.5,0.25,120.0
1841,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,91.5
1842,IL1<IL12<IL10,1.0,0.0,0.75,114.75
1843,IL12<IL1<IL10,0.33333333333333337,2.5,0.0,120.0
1844,IL1<IL12<IL10,1.0,5.0,5.0,10.0
1845,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1846,IL1<IL10<IL12,0.33333333333333337,0.0,0.25,0.0
1847,IL1<IL12<IL10,1.0,0.25,0.25,81.5
1848,IL1<IL10<IL12,0.33333333333333337,0.0,41.25,0.0
1849,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1850,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1851,IL12<IL10<IL1,-0.33333333333333337,2.75,0.0,1.5
1852,IL1<IL12<IL10,1.0,2.0,4.0,6.0
1853,IL1<IL12<IL10,1.0,0.25,0.25,0.75
1854,IL1<IL12<IL10,1.0,1.0,1.0,12.25
1855,IL12<IL1<IL10,0.33333333333333337,0.75,0.5,120.0
1856,IL1<IL12<IL10,1.0,0.25,0.25,0.75
1857,IL12<IL10<IL1,-0.33333333333333337,0.5,0.0,0.0
1858,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1859,IL12<IL1<IL10,0.33333333333333337,0.5,0.0,0.5
1860,IL1<IL12<IL10,1.0,0.75,1.0,1.0
1861,IL12<IL10<IL1,-0.33333333333333337,120.0,5.25,15.0
1862,IL1<IL12<IL10,1.0,1.75,2.0,17.75
1863,IL10<IL12<IL1,-1.0,3.5,2.0,1.0
1864,IL1<IL12<IL10,1.0,0.0,0.5,6.75
1865,IL10<IL12<IL1,-1.0,120.0,6.75,0.0
1866,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,2.75
1867,IL1<IL12<IL10,1.0,0.0,0.0,120.0
1868,IL1<IL12<IL10,1.0,0.25,0.25,79.25
1869,IL1<IL12<IL10,1.0,0.25,0.25,99.0
1870,IL1<IL12<IL10,1.0,0.5,1.25,120.0
1871,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,92.0
1872,IL1<IL12<IL10,1.0,0.25,0.25,1.75
1873,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,120.0
1874,IL10<IL1<IL12,-0.33333333333333337,0.5,120.0,0.0
1875,IL1<IL12<IL10,1.0,0.25,0.25,81.0
1876,IL1<IL12<IL10,1.0,0.0,0.75,120.0
1877,IL12<IL1<IL10,0.33333333333333337,1.25,0.25,69.5
1878,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1879,IL10<IL12<IL1,-1.0,3.5,2.75,0.0
1880,IL1<IL12<IL10,1.0,0.0,0.0,0.5
1881,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.0
1882,IL12<IL10<IL1,-0.33333333333333337,1.25,0.0,0.0
1883,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1884,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1885,IL12<IL1<IL10,0.33333333333333337,120.0,56.0,120.0
1887,IL1<IL12<IL10,1.0,0.0,0.0,9.5
1888,IL12<IL1<IL10,0.33333333333333337,0.5,0.25,120.0
1889,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1890,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,10.75
1891,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1892,IL1<IL12<IL10,1.0,0.0,0.0,119.25
1893,IL1<IL12<IL10,1.0,0.25,4.25,120.0
1894,IL12<IL1<IL10,0.33333333333333337,120.0,19.25,120.0
1895,IL12<IL1<IL10,0.33333333333333337,0.75,0.5,2.75
1896,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,120.0
1897,IL1<IL12<IL10,1.0,0.0,0.25,120.0
1898,IL12<IL1<IL10,0.33333333333333337,12.25,0.25,120.0
1899,IL10<IL1<IL12,-0.33333333333333337,2.0,7.75,0.0
1900,IL12<IL1<IL10,0.33333333333333337,0.75,0.5,120.0
1901,IL12<IL10<IL1,-0.33333333333333337,120.0,0.0,12.75
1902,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1903,IL1<IL12<IL10,1.0,0.0,0.5,120.0
1904,IL1<IL12<IL10,1.0,0.25,0.5,96.5
1905,IL1<IL10<IL12,0.33333333333333337,0.0,120.0,11.0
1906,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.0
1907,IL1<IL12<IL10,1.0,0.0,0.0,120.0
1908,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,5.75
1909,IL1<IL12<IL10,1.0,0.5,1.75,18.25
1910,IL1<IL12<IL10,1.0,0.75,0.75,5.0
1911,IL1<IL12<IL10,1.0,0.25,0.25,44.5
1912,IL10<IL12<IL1,-1.0,120.0,0.25,0.0
1913,IL1<IL12<IL10,1.0,0.75,1.0,120.0
1914,IL1<IL12<IL10,1.0,7.75,8.75,120.0
1915,IL10<IL1<IL12,-0.33333333333333337,1.0,1.25,0.0
1916,IL12<IL10<IL1,-0.33333333333333337,120.0,0.0,70.5
1917,IL1<IL12<IL10,1.0,0.0,0.25,19.5
1918,IL1<IL12<IL10,1.0,0.0,0.25,120.0
1919,IL1<IL12<IL10,1.0,0.25,0.5,120.0
1920,IL1<IL12<IL10,1.0,0.25,0.25,3.25
1921,IL12<IL1<IL10,0.33333333333333337,8.5,5.25,120.0
1922,IL1<IL12<IL10,1.0,1.5,53.25,120.0
1923,IL1<IL10<IL12,0.33333333333333337,0.0,0.25,0.0
1924,IL1<IL12<IL10,1.0,0.25,0.5,120.0
1925,IL12<IL10<IL1,-0.33333333333333337,120.0,0.0,4.0
1926,IL1<IL12<IL10,1.0,2.0,120.0,120.0
1927,IL12<IL1<IL10,0.33333333333333337,3.25,0.5,48.5
1928,IL1<IL12<IL10,1.0,0.75,2.0,2.75
1929,IL1<IL12<IL10,1.0,0.25,120.0,120.0
1930,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1931,IL12<IL1<IL10,0.33333333333333337,2.25,2.0,37.25
1932,IL1<IL12<IL10,1.0,0.0,2.25,9.0
1933,IL1<IL12<IL10,1.0,0.5,0.5,120.0
1934,IL1<IL12<IL10,1.0,3.25,6.75,42.5
1935,IL12<IL1<IL10,0.33333333333333337,2.25,2.0,13.0
1936,IL1<IL10<IL12,0.33333333333333337,0.0,3.25,0.0
1937,IL12<IL1<IL10,0.33333333333333337,4.75,2.75,38.0
1938,IL1<IL12<IL10,1.0,0.5,2.75,120.0
1939,IL10<IL12<IL1,-1.0,0.5,0.25,0.0
1940,IL1<IL12<IL10,1.0,0.0,0.25,120.0
1941,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.0
1942,IL1<IL12<IL10,1.0,0.0,0.25,16.5
1943,IL1<IL12<IL10,1.0,22.0,28.0,63.25
1944,IL1<IL12<IL10,1.0,0.5,0.75,3.75
1945,IL1<IL12<IL10,1.0,0.0,0.75,18.25
1946,IL1<IL12<IL10,1.0,0.5,3.75,11.25
1947,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1948,IL1<IL12<IL10,1.0,0.0,0.25,32.5
1949,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.0
1950,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,120.0
1951,IL1<IL12<IL10,1.0,0.25,0.25,0.5
1952,IL12<IL1<IL10,0.33333333333333337,0.5,0.25,120.0
1953,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1954,IL1<IL10<IL12,0.33333333333333337,0.0,1.0,0.0
1955,IL1<IL12<IL10,1.0,1.0,4.5,11.25
1956,IL1<IL12<IL10,1.0,0.25,0.25,5.25
1957,IL1<IL12<IL10,1.0,0.0,0.0,120.0
1958,IL1<IL12<IL10,1.0,5.75,6.25,9.25
1959,IL1<IL12<IL10,1.0,0.0,0.25,29.75
1960,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1961,IL1<IL12<IL10,1.0,0.5,1.25,28.5
1962,IL12<IL1<IL10,0.33333333333333337,4.5,4.0,120.0
1963,IL1<IL12<IL10,1.0,0.25,0.25,2.75
1964,IL12<IL1<IL10,0.33333333333333337,120.0,30.75,120.0
1965,IL1<IL12<IL10,1.0,0.0,0.75,5.75
1966,IL12<IL1<IL10,0.33333333333333337,1.5,0.0,120.0
1967,IL10<IL1<IL12,-0.33333333333333337,0.25,5.5,0.0
1968,IL12<IL1<IL10,0.33333333333333337,0.5,0.25,120.0
1969,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,9.75
1970,IL1<IL12<IL10,1.0,0.75,0.75,1.0
1971,IL1<IL12<IL10,1.0,0.0,0.5,120.0
1972,IL12<IL1<IL10,0.33333333333333337,1.25,0.5,2.0
1973,IL1<IL12<IL10,1.0,0.0,9.75,120.0
1974,IL12<IL1<IL10,0.33333333333333337,120.0,33.0,120.0
1975,IL1<IL12<IL10,1.0,0.25,0.25,1.0
1976,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1977,IL1<IL12<IL10,1.0,4.25,5.75,120.0
1978,IL12<IL1<IL10,0.33333333333333337,19.75,0.25,120.0
1979,IL12<IL10<IL1,-0.33333333333333337,0.25,0.0,0.0
1980,IL1<IL12<IL10,1.0,0.0,0.0,0.25
1981,IL1<IL12<IL10,1.0,1.25,5.0,19.0
1982,IL1<IL12<IL10,1.0,0.25,0.25,2.5
1983,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1984,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.0
1985,IL1<IL12<IL10,1.0,0.0,0.25,120.0
1986,IL1<IL12<IL10,1.0,0.25,0.5,4.5
1987,IL1<IL12<IL10,1.0,0.25,0.25,8.0
1988,IL1<IL12<IL10,1.0,2.0,2.5,120.0
1989,IL1<IL12<IL10,1.0,0.0,1.25,77.5
1990,IL1<IL12<IL10,1.0,0.5,0.75,120.0
1991,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,1.0
1992,IL12<IL10<IL1,-0.33333333333333337,0.25,0.0,0.0
1993,IL1<IL12<IL10,1.0,4.0,120.0,120.0
1994,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1995,IL1<IL12<IL10,1.0,0.0,0.25,120.0
1996,IL12<IL1<IL10,0.33333333333333337,0.75,0.5,120.0
1997,IL1<IL12<IL10,1.0,13.75,33.5,120.0
1998,IL12<IL1<IL10,0.33333333333333337,5.5,4.0,120.0
1999,IL1<IL12<IL10,1.0,1.5,2.75,9.25
2000,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.0
2001,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,3.25
2002,IL1<IL12<IL10,1.0,0.25,0.25,120.0
2003,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
2004,IL1<IL12<IL10,1.0,0.25,0.25,120.0
2005,IL1<IL10<IL12,0.33333333333333337,0.0,0.25,0.0
2006,IL12<IL1<IL10,0.33333333333333337,3.5,2.25,9.75
2007,IL1<IL12<IL10,1.0,0.0,0.25,120.0
2008,IL1<IL12<IL10,1.0,0.0,0.25,120.0
2009,IL12<IL10<IL1,-0.33333333333333337,120.0,0.0,0.0
2010,IL1<IL12<IL10,1.0,1.0,2.0,120.0
2011,IL1<IL12<IL10,1.0,0.0,1.0,120.0
2012,IL12<IL10<IL1,-0.33333333333333337,120.0,4.5,24.25
2013,IL1<IL12<IL10,1.0,3.25,5.75,120.0
2014,IL1<IL12<IL10,1.0,0.75,0.75,120.0
2015,IL1<IL12<IL10,1.0,0.0,0.25,0.5
2016,IL1<IL12<IL10,1.0,0.0,0.5,120.0
2017,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,8.25
2018,IL1<IL12<IL10,1.0,0.0,0.25,120.0
2019,IL1<IL12<IL10,1.0,0.25,0.25,8.25
2020,IL1<IL12<IL10,1.0,0.25,0.25,2.0
2021,IL1<IL12<IL10,1.0,0.25,0.25,120.0
2022,IL1<IL12<IL10,1.0,0.5,0.5,120.0
2023,IL1<IL12<IL10,1.0,0.0,0.0,95.25
2024,IL1<IL10<IL12,0.33333333333333337,1.25,3.5,1.75
2025,IL1<IL12<IL10,1.0,120.0,120.0,120.0
2026,IL1<IL12<IL10,1.0,0.5,1.0,1.75
2027,IL12<IL1<IL10,0.33333333333333337,3.25,0.5,8.75
2028,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
2029,IL12<IL1<IL10,0.33333333333333337,4.25,0.25,7.75
2030,IL1<IL12<IL10,1.0,0.0,14.25,29.75
2031,IL12<IL1<IL10,0.33333333333333337,2.5,2.25,9.75
2032,IL1<IL12<IL10,1.0,0.0,0.25,120.0
2033,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.0
2034,IL1<IL10<IL12,0.33333333333333337,0.0,1.25,0.0
2035,IL1<IL12<IL10,1.0,0.75,0.75,10.25
2036,IL1<IL12<IL10,1.0,0.0,7.25,12.25
2037,IL1<IL12<IL10,1.0,6.75,9.25,120.0
2038,IL1<IL12<IL10,1.0,0.25,2.5,113.0
2039,IL12<IL1<IL10,0.33333333333333337,0.5,0.0,7.5
2040,IL1<IL12<IL10,1.0,0.75,1.75,2.25
2041,IL12<IL1<IL10,0.33333333333333337,13.75,9.75,120.0
2042,IL1<IL12<IL10,1.0,0.0,0.5,120.0
2043,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
2044,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
2045,IL1<IL12<IL10,1.0,0.0,0.25,120.0
2046,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,22.5
2047,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
